가격,카테고리,z_score,가격대
47400.0,식품,-0.22577389505146223,중가
46200.0,가전,-0.28313572320596386,중가
44900.0,의류,-0.34527770370667393,중가
47800.0,식품,-0.20665328566662836,중가
62000.0,가전,0.4721283474949743,고가
43100.0,식품,-0.4313204459384264,중가
57700.0,의류,0.2665817966080101,중가
36500.0,식품,-0.7468105007881853,저가
47300.0,가전,-0.23055404739767069,중가
51300.0,가전,-0.03934795354933192,중가
54700.0,가전,0.12317722622175604,중가
55700.0,의류,0.17097874968384075,중가
56300.0,의류,0.19965966376109154,중가
47200.0,의류,-0.23533419974387917,중가
46300.0,가전,-0.2783555708597554,중가
56900.0,가전,0.22834057783834236,중가
48500.0,식품,-0.17319221924316905,중가
39800.0,의류,-0.589065473363306,저가
40900.0,식품,-0.5364837975550127,중가
42600.0,식품,-0.4552212076694688,중가
54000.0,가전,0.08971615979829675,중가
51100.0,식품,-0.04890825824174886,중가
55500.0,가전,0.1614184449914238,중가
46600.0,의류,-0.26401511382112997,중가
51300.0,식품,-0.03934795354933192,중가
55000.0,의류,0.13751768326038144,중가
47500.0,의류,-0.22099374270525377,중가
53700.0,가전,0.07537570275967134,중가
44700.0,의류,-0.3548380083990909,중가
47100.0,가전,-0.24011435209008763,중가
46900.0,가전,-0.24967465678250458,중가
40400.0,가전,-0.5603845592860551,중가
53900.0,의류,0.08493600745208829,중가
46200.0,식품,-0.28313572320596386,중가
50100.0,의류,-0.09670978170383356,중가
53800.0,식품,0.08015585510587982,중가
53600.0,의류,0.07059555041346288,중가
55300.0,가전,0.15185814029900685,중가
49200.0,의류,-0.13973115281970977,중가
46600.0,식품,-0.26401511382112997,중가
49400.0,의류,-0.13017084812729285,중가
36500.0,가전,-0.7468105007881853,저가
38400.0,가전,-0.6559876062102244,저가
39400.0,식품,-0.6081860827481398,저가
42000.0,의류,-0.4839021217467196,중가
53200.0,의류,0.051474941028629,중가
42800.0,식품,-0.4456609029770518,중가
47000.0,식품,-0.2448945044362961,중가
60400.0,식품,0.3956459099556388,고가
47100.0,가전,-0.24011435209008763,중가
55900.0,가전,0.18053905437625767,중가
42500.0,가전,-0.4600013600156772,중가
48400.0,가전,-0.17797237158937754,중가
42400.0,가전,-0.4647815123618857,중가
47300.0,식품,-0.23055404739767069,중가
56700.0,가전,0.21878027314592544,중가
36200.0,식품,-0.7611509578268107,저가
53500.0,의류,0.06581539806725441,중가
51900.0,의류,-0.010667039472081103,중가
45200.0,의류,-0.3309372466680485,중가
38400.0,식품,-0.6559876062102244,저가
50600.0,식품,-0.0728090199727912,중가
45800.0,가전,-0.30225633259079776,중가
51900.0,식품,-0.010667039472081103,중가
50200.0,식품,-0.09192962935762508,중가
62800.0,가전,0.510369566264642,고가
48100.0,식품,-0.19231282862800295,중가
41800.0,가전,-0.4934624264391365,중가
51400.0,가전,-0.03456780120312345,중가
51800.0,의류,-0.015447191818289572,중가
60900.0,식품,0.41954667168668114,고가
56700.0,식품,0.21878027314592544,중가
52900.0,식품,0.03713448399000359,중가
61700.0,의류,0.4577878904563489,고가
40500.0,식품,-0.5556044069398466,중가
44900.0,의류,-0.34527770370667393,중가
42600.0,식품,-0.4552212076694688,중가
46900.0,의류,-0.24967465678250458,중가
39000.0,식품,-0.6273066921329736,저가
55100.0,가전,0.14229783560658993,중가
48200.0,식품,-0.18753267628179446,중가
38200.0,식품,-0.6655479109026414,저가
41900.0,식품,-0.488682274092928,중가
52500.0,가전,0.018013874605169716,중가
56700.0,식품,0.21878027314592544,중가
66000.0,의류,0.6633344413433131,고가
73300.0,의류,1.0122855626165312,고가
53300.0,의류,0.056255093374837466,중가
42100.0,가전,-0.4791219694005111,중가
32900.0,가전,-0.9188959852516903,저가
52100.0,의류,-0.0011067347796641636,중가
43500.0,가전,-0.41219983655359255,중가
46700.0,식품,-0.25923496147492153,중가
45100.0,가전,-0.335717399014257,중가
48900.0,의류,-0.15407160985833518,중가
58500.0,가전,0.30482301537767786,중가
51300.0,가전,-0.03934795354933192,중가
48700.0,가전,-0.16363191455075213,중가
41700.0,가전,-0.498242578785345,중가
36600.0,의류,-0.7420303484419769,저가
46100.0,식품,-0.28791587555217235,중가
49600.0,의류,-0.1206105434348759,중가
64100.0,식품,0.5725115467653522,고가
51000.0,가전,-0.05368841058795733,중가
57900.0,식품,0.27614210130042705,중가
46000.0,식품,-0.2926960278983808,중가
40500.0,식품,-0.5556044069398466,중가
42300.0,의류,-0.4695616647080942,중가
44200.0,의류,-0.37873877013013324,중가
67000.0,가전,0.7111359648053978,고가
43400.0,의류,-0.416979988899801,중가
56700.0,식품,0.21878027314592544,중가
42800.0,식품,-0.4456609029770518,중가
57500.0,식품,0.2570214919155932,중가
53100.0,의류,0.04669478868242053,중가
48700.0,가전,-0.16363191455075213,중가
49700.0,의류,-0.11583039108866743,중가
44800.0,가전,-0.3500578560528824,중가
53600.0,식품,0.07059555041346288,중가
46400.0,식품,-0.27357541851354694,중가
40200.0,가전,-0.569944863978472,중가
39800.0,식품,-0.589065473363306,저가
51400.0,식품,-0.03456780120312345,중가
62600.0,의류,0.5008092615722252,고가
51300.0,가전,-0.03934795354933192,중가
49100.0,가전,-0.14451130516591826,중가
52300.0,식품,0.008453569912752775,중가
60400.0,가전,0.3956459099556388,고가
51800.0,가전,-0.015447191818289572,중가
46700.0,가전,-0.25923496147492153,중가
58900.0,가전,0.32394362476251176,중가
53400.0,식품,0.06103524572104594,중가
62300.0,가전,0.4864688045335997,고가
51500.0,식품,-0.02978764885691498,중가
40200.0,가전,-0.569944863978472,중가
39100.0,의류,-0.6225265397867652,저가
63200.0,가전,0.529490175649476,고가
63800.0,의류,0.5581710897267268,고가
48600.0,의류,-0.1684120668969606,중가
46900.0,의류,-0.24967465678250458,중가
61700.0,가전,0.4577878904563489,고가
41100.0,가전,-0.5269234928625958,중가
42800.0,식품,-0.4456609029770518,중가
55100.0,가전,0.14229783560658993,중가
46800.0,의류,-0.25445480912871304,중가
50000.0,식품,-0.10148993405004202,중가
48700.0,의류,-0.16363191455075213,중가
